customer_id,age,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,customer_satisfaction,support_calls,churn
CUST_004998,80,Male,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.87,179.2,2,4,Yes
CUST_004999,57,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,108.75,3,3,No
CUST_005000,32,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,29.4,29.61,4,6,Yes
CUST_005001,38,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.61,1097.51,2,0,No
CUST_005002,38,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.77,195.91,3,0,No
CUST_005003,18,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.64,320.23,4,3,No
CUST_005004,40,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,52.85,56.0,4,0,No
CUST_005005,55,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.54,1428.11,4,1,No
CUST_005006,25,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.9,1216.71,5,3,Yes
CUST_005007,60,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.77,50.79,2,1,No
CUST_005008,52,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.88,2758.85,4,1,No
CUST_005009,33,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.03,2015.73,3,4,No
CUST_005010,42,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,44.14,342.78,5,2,No
CUST_005011,68,Female,1,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,35.68,188.17,4,2,No
CUST_005012,56,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),46.71,1988.82,3,0,No
CUST_005013,45,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.67,494.54,2,2,Yes
CUST_005014,41,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,62.88,2841.32,2,1,No
CUST_005015,46,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,32.26,32.26,4,5,Yes
CUST_005016,37,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.28,978.83,5,2,No
CUST_005017,18,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.83,398.51,5,7,No
CUST_005018,75,Female,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.01,1265.83,3,2,Yes
CUST_005019,47,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),58.23,4525.42,2,2,No
CUST_005020,50,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.56,493.11,3,3,No
CUST_005021,44,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),45.41,88.82,4,1,No
CUST_005022,33,Female,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.7,309.04,4,2,No
CUST_005023,42,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),55.55,3007.18,3,1,No
CUST_005024,21,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.68,1148.65,3,1,Yes
CUST_005025,79,Female,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,45.26,267.61,4,4,No
CUST_005026,26,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.41,3668.21,4,4,No
CUST_005027,29,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),74.96,1573.69,5,4,No
CUST_005028,38,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.12,128.35,3,1,Yes
CUST_005029,64,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,42.45,771.01,3,1,No
CUST_005030,45,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.88,502.01,4,2,No
CUST_005031,26,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.75,2077.56,5,0,No
CUST_005032,63,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),74.47,741.69,3,5,Yes
CUST_005033,55,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,85.53,3980.61,3,0,No
CUST_005034,53,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.6,1413.06,3,3,No
CUST_005035,55,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.93,495.86,4,1,No
CUST_005036,80,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.87,331.35,4,4,No
CUST_005037,77,Male,1,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),66.74,4818.27,2,1,No
CUST_005038,34,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.26,1995.42,3,2,No
CUST_005039,69,Female,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.03,1540.46,4,4,No
CUST_005040,50,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),91.49,483.4,1,2,No
CUST_005041,52,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.81,1881.63,2,3,No
CUST_005042,19,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.36,1454.17,3,4,No
CUST_005043,42,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.07,4741.59,3,2,Yes
CUST_005044,32,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,65.93,326.86,3,3,No
CUST_005045,57,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),42.06,566.14,4,5,No
CUST_005046,61,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),74.59,155.99,3,3,No
CUST_005047,18,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,75.34,226.25,3,2,No
CUST_005048,44,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.49,596.18,4,2,No
CUST_005049,61,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.5,3206.59,4,3,No
CUST_005050,42,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,63.74,1701.6,5,3,No
CUST_005051,55,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,72.86,650.75,5,3,No
CUST_005052,50,Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),29.52,1955.63,2,4,No
CUST_005053,50,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.83,1363.95,5,4,No
CUST_005054,40,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,59.33,3302.85,5,0,No
CUST_005055,26,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,39.7,2613.15,2,0,No
CUST_005056,28,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.78,1671.87,2,6,Yes
CUST_005057,55,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.07,258.62,4,0,No
CUST_005058,45,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,41.9,3221.8,4,3,No
CUST_005059,42,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.91,598.86,5,3,No
CUST_005060,38,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.54,1023.36,4,0,Yes
CUST_005061,40,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,71.91,3208.89,5,3,No
CUST_005062,60,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.6,235.61,4,1,Yes
CUST_005063,39,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.89,746.67,3,1,No
CUST_005064,24,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,41.4,461.42,5,0,No
CUST_005065,56,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,52.68,286.52,2,3,Yes
CUST_005066,41,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,30.63,30.06,4,2,No
CUST_005067,45,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,81.07,4135.85,2,1,Yes
CUST_005068,69,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.76,136.75,3,2,No
CUST_005069,44,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,33.24,1742.21,4,2,Yes
CUST_005070,49,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,59.15,1344.34,4,4,No
CUST_005071,27,Male,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.9,834.91,4,2,No
CUST_005072,41,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,57.13,2623.98,4,3,No
CUST_005073,54,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),39.38,670.71,2,0,No
CUST_005074,21,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.83,338.25,5,0,No
CUST_005075,48,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,34.57,100.22,2,1,Yes
CUST_005076,46,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,30.24,611.78,4,2,No
CUST_005077,45,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,54.75,985.34,2,2,No
CUST_005078,60,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),60.56,493.78,5,2,No
CUST_005079,50,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,59.01,1281.28,4,2,No
CUST_005080,67,Male,1,No,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.6,930.98,2,2,No
CUST_005081,30,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.15,981.55,3,2,No
CUST_005082,47,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),38.63,705.43,4,1,No
CUST_005083,46,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.52,1746.98,3,2,No
CUST_005084,28,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),32.54,604.4,4,1,No
CUST_005085,59,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.8,4616.65,5,3,No
CUST_005086,79,Male,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.59,1114.96,4,3,No
CUST_005087,44,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.67,739.94,4,2,No
CUST_005088,52,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),29.27,265.59,4,0,No
CUST_005089,46,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.74,647.08,3,5,No
CUST_005090,34,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.59,3944.88,2,3,Yes
CUST_005091,18,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,48.36,297.41,4,1,No
CUST_005092,34,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.95,293.41,3,2,No
CUST_005093,24,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.75,4368.54,1,2,Yes
CUST_005094,70,Female,1,Yes,Yes,20,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.11,1241.96,3,5,No
CUST_005095,43,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.46,234.99,2,2,No
CUST_005096,39,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.52,638.3,3,1,No
CUST_005097,58,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.09,813.27,4,2,No
CUST_005098,28,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.14,714.62,3,2,No
CUST_005099,33,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.16,997.99,2,1,Yes
CUST_005100,46,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),40.92,484.46,1,2,No
CUST_005101,60,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),60.28,1785.73,4,2,No
CUST_005102,52,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.12,2208.91,3,0,No
CUST_005103,48,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,68.18,3093.59,4,2,No
CUST_005104,46,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,45.47,288.75,3,2,No
CUST_005105,51,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,45.77,432.43,5,0,No
CUST_005106,48,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.33,1031.98,5,1,No
CUST_005107,29,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.02,4697.29,4,3,No
CUST_005108,45,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.56,1611.73,3,2,No
CUST_005109,28,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.38,1206.1,3,6,Yes
CUST_005110,46,Male,0,No,No,72,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.59,4799.72,5,3,No
CUST_005111,37,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),36.78,449.88,4,2,Yes
CUST_005112,80,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.81,3234.1,3,2,No
CUST_005113,44,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.51,2068.57,2,3,No
CUST_005114,23,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.42,2316.82,4,3,Yes
CUST_005115,42,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.52,4409.09,4,1,No
CUST_005116,52,Male,0,No,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.58,1029.43,4,1,No
CUST_005117,70,Male,1,No,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,31.54,159.27,4,1,No
CUST_005118,36,Male,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.52,408.88,5,3,No
CUST_005119,21,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.86,2271.36,5,4,No
CUST_005120,57,Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.43,1784.95,5,2,No
CUST_005121,24,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,46.05,424.62,4,3,No
CUST_005122,38,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,41.24,38.35,2,5,No
CUST_005123,41,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,60.24,951.73,5,3,No
CUST_005124,43,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.28,753.69,3,1,No
CUST_005125,55,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.44,142.08,4,2,Yes
CUST_005126,34,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,72.35,2997.11,3,1,No
CUST_005127,40,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),59.13,478.24,3,1,No
CUST_005128,44,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),77.63,1869.81,2,2,Yes
CUST_005129,47,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,58.27,122.68,3,4,Yes
CUST_005130,46,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,49.41,2113.19,5,4,No
CUST_005131,51,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.31,1506.23,3,1,No
CUST_005132,57,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.62,450.93,5,1,No
CUST_005133,50,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.07,1198.01,5,3,No
CUST_005134,51,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.11,344.21,5,1,Yes
CUST_005135,21,Male,0,Yes,No,72,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.42,3767.7,3,5,No
CUST_005136,45,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.1,2765.5,5,2,No
CUST_005137,52,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.88,1561.24,4,2,No
CUST_005138,55,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,59.08,186.46,3,5,No
CUST_005139,34,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,77.4,82.69,4,3,Yes
CUST_005140,35,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.34,1160.85,4,2,No
CUST_005141,36,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.69,202.8,3,1,No
CUST_005142,53,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.61,2437.58,2,1,No
CUST_005143,60,Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.92,535.83,5,2,No
CUST_005144,38,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.08,777.98,3,2,Yes
CUST_005145,58,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.94,49.55,4,1,No
CUST_005146,46,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),42.42,2931.84,4,5,No
CUST_005147,43,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.65,3363.26,5,4,Yes
CUST_005148,41,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.57,248.06,3,0,Yes
CUST_005149,56,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.59,588.54,4,0,No
CUST_005150,49,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.0,509.38,5,3,No
CUST_005151,79,Female,1,No,Yes,8,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),84.81,666.9,4,4,No
CUST_005152,32,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.35,2875.46,4,2,No
CUST_005153,52,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,40.02,1217.34,4,2,No
CUST_005154,37,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.59,2870.77,2,3,No
CUST_005155,31,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.81,5096.88,3,1,Yes
CUST_005156,44,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.9,1546.92,4,3,No
CUST_005157,47,Male,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.74,1629.28,4,1,No
CUST_005158,80,Female,1,No,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,48.39,2550.35,3,1,No
CUST_005159,42,Male,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,88.24,2333.24,2,2,No
CUST_005160,28,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.5,155.75,5,2,No
CUST_005161,49,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),36.73,944.56,1,4,No
CUST_005162,18,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),36.42,677.12,2,0,Yes
