property_id,neighborhood,distance_to_city_center,distance_to_metro,distance_to_school,crime_rate,house_age,total_area,bedrooms,bathrooms,floors,garage,garden,basement,balcony,construction_quality,renovation_status,heating_type,air_conditioning,parking_spaces,energy_efficiency,listing_duration,season_sold,year_sold,sale_price
PROP_004288,Lakeside,0.5,127,368,1.0,2,142,4,2,2,1,1,0,1,Premium,Partial,Central,1,0,C,32,Fall,2021,1200.0
PROP_004289,Coastal Heights,5.9,120,39,1.0,27,112,2,1,2,1,1,0,1,Standard,Never,Gas,0,0,F,12,Spring,2021,406.8
PROP_004290,Maple Heights,8.4,92,160,1.0,15,197,5,1,1,1,1,0,1,Standard,Full,Electric,0,3,C,16,Summer,2022,1101.8
PROP_004291,Mountain View,11.1,282,65,1.0,7,64,1,2,2,0,0,0,0,Basic,Partial,Electric,0,3,G,27,Spring,2022,203.4
PROP_004292,Riverside,1.3,265,33,1.0,0,105,3,4,2,1,1,0,1,Standard,Never,Electric,1,2,B,83,Summer,2021,893.6
PROP_004293,Coastal Heights,0.5,269,44,1.0,7,190,5,3,2,1,1,0,0,Standard,Partial,Central,1,1,C,1,Fall,2021,1200.0
PROP_004294,Lakeside,4.0,350,83,1.0,4,115,4,3,3,1,1,0,1,Standard,Never,Gas,1,2,C,40,Spring,2023,1200.0
PROP_004295,Coastal Heights,4.3,119,30,1.0,14,185,2,3,2,1,0,0,1,Standard,Partial,Gas,0,0,D,88,Fall,2020,949.0
PROP_004296,Cedar Park,1.5,90,153,1.0,6,178,3,2,2,0,0,0,1,Standard,Never,Electric,0,0,F,27,Summer,2022,552.9
PROP_004297,Sunset District,3.3,198,30,1.0,6,100,2,3,2,0,1,1,0,Basic,Never,Central,0,2,A,4,Summer,2023,548.4
PROP_004298,Garden City,0.5,170,89,1.0,2,62,4,2,2,0,0,1,0,Basic,Partial,Central,0,2,B,16,Fall,2020,249.1
PROP_004299,Lakeside,0.5,80,36,1.0,3,297,6,2,1,1,1,1,0,Premium,Partial,Electric,1,2,B,8,Winter,2021,1200.0
PROP_004300,Mountain View,0.7,249,104,1.0,13,58,3,1,1,1,0,1,1,Standard,Partial,Central,0,2,E,7,Fall,2023,323.3
PROP_004301,Sunset District,6.8,994,30,1.0,6,131,5,2,2,1,1,1,1,Standard,Full,Central,1,2,B,15,Spring,2022,1200.0
PROP_004302,Maple Heights,0.5,141,30,1.0,9,59,4,2,2,1,1,1,1,Standard,Partial,Electric,0,0,G,11,Winter,2022,281.8
PROP_004303,Riverside,4.0,90,30,1.0,15,226,4,3,1,1,1,0,1,Basic,Never,Electric,0,1,E,56,Fall,2022,1018.3
PROP_004304,Coastal Heights,0.9,137,52,1.0,52,421,5,3,1,1,1,1,0,Standard,Never,Central,1,0,F,50,Winter,2020,1200.0
PROP_004305,Garden City,0.5,136,406,1.0,17,125,3,2,2,0,0,1,0,Basic,Partial,Electric,0,3,B,46,Summer,2021,496.6
PROP_004306,Lakeside,1.5,127,168,1.0,23,224,5,3,1,0,0,0,1,Standard,Partial,Electric,1,1,E,46,Spring,2023,1200.0
PROP_004307,Riverside,5.1,135,30,1.0,18,165,3,3,3,1,1,1,0,Basic,Full,Central,1,1,B,11,Winter,2021,952.1
PROP_004308,Elmwood,5.7,50,54,1.0,1,180,3,3,1,1,0,0,0,Standard,Partial,Electric,1,2,D,1,Summer,2022,854.0
PROP_004309,Sunset District,2.0,134,55,1.0,3,232,3,3,2,0,0,1,0,Premium,Never,Central,0,1,D,8,Spring,2020,1200.0
PROP_004310,Maple Heights,0.9,758,40,1.0,26,154,2,2,2,1,1,1,0,Premium,Never,Central,1,0,D,6,Summer,2022,1125.4
PROP_004311,Downtown,8.2,65,72,1.0,2,60,2,1,2,0,0,1,1,Standard,Partial,Central,0,2,E,60,Spring,2023,303.3
PROP_004312,Riverside,4.2,50,683,1.0,24,245,2,3,1,1,0,0,0,Basic,Partial,Gas,0,2,A,55,Summer,2023,835.7
PROP_004313,Elmwood,1.4,127,30,1.0,4,138,4,4,3,1,0,0,0,Standard,Never,Electric,0,1,D,13,Fall,2021,543.6
PROP_004314,Cedar Park,6.7,605,30,1.0,19,123,4,3,2,1,1,0,1,Standard,Full,Electric,0,2,C,51,Spring,2020,750.7
PROP_004315,Sunset District,2.8,50,375,1.0,23,130,2,2,2,0,0,0,1,Basic,Partial,Central,0,2,D,22,Fall,2021,422.6
PROP_004316,Riverside,2.0,881,61,1.0,1,50,2,2,2,1,1,0,0,Basic,Never,Central,0,1,C,3,Summer,2020,164.7
PROP_004317,Hillcrest,0.5,209,30,1.0,7,197,5,4,1,0,1,1,1,Standard,Full,Central,1,1,A,22,Fall,2021,1200.0
PROP_004318,Coastal Heights,3.3,202,35,1.0,2,126,3,2,2,1,1,0,0,Standard,Partial,Electric,1,1,A,14,Spring,2021,1166.2
PROP_004319,Downtown,0.5,79,183,1.0,0,215,5,3,2,1,0,1,0,Basic,Never,Central,0,2,B,4,Summer,2023,1200.0
PROP_004320,Pine Valley,8.8,214,328,1.0,56,50,2,2,2,1,0,0,0,Basic,Partial,Gas,1,2,E,28,Spring,2022,100.5
PROP_004321,Garden City,4.2,349,40,1.0,3,144,3,2,2,0,1,1,0,Standard,Partial,Central,1,2,D,15,Summer,2021,840.5
PROP_004322,Maple Heights,5.3,1000,30,1.0,2,189,5,2,2,1,1,1,0,Standard,Full,Electric,0,0,A,6,Fall,2021,1200.0
PROP_004323,Mountain View,5.5,240,223,1.0,10,161,4,3,3,1,1,0,1,Standard,Never,Central,0,2,D,32,Summer,2023,1200.0
PROP_004324,Maple Heights,3.0,268,322,1.0,15,404,3,2,2,0,0,0,0,Premium,Partial,Central,1,2,D,22,Spring,2022,1200.0
PROP_004325,Pine Valley,4.7,50,177,1.0,33,115,4,3,2,1,0,0,0,Basic,Never,Gas,0,2,C,102,Fall,2020,360.0
PROP_004326,Pine Valley,1.0,100,398,1.0,10,302,2,2,2,1,0,1,1,Standard,Full,Central,1,3,B,3,Winter,2020,1200.0
PROP_004327,Pine Valley,4.4,50,59,1.0,1,117,4,2,1,1,0,0,0,Standard,Partial,Central,0,3,F,18,Summer,2023,594.5
PROP_004328,Oakwood,3.0,98,628,1.0,7,50,4,1,2,1,0,1,1,Premium,Full,Gas,0,1,D,16,Fall,2022,428.2
PROP_004329,Lakeside,3.3,1263,159,1.0,31,59,4,1,1,0,1,0,1,Basic,Never,Gas,1,0,E,2,Summer,2023,163.8
PROP_004330,Oakwood,3.7,81,62,1.0,2,182,5,4,2,1,1,1,0,Standard,Never,Electric,0,1,A,45,Summer,2023,1200.0
PROP_004331,Forest Glen,4.1,50,116,1.0,2,78,4,1,3,1,0,1,1,Standard,Never,Gas,0,1,C,23,Summer,2020,352.0
PROP_004332,Elmwood,17.2,137,209,1.0,1,447,6,3,2,1,1,1,0,Premium,Partial,Central,0,0,D,33,Fall,2020,1200.0
PROP_004333,Downtown,0.5,83,43,1.0,5,112,4,2,2,1,0,0,1,Standard,Full,Electric,1,2,B,44,Spring,2023,1133.8
PROP_004334,Elmwood,4.3,513,423,1.0,0,174,3,2,1,0,1,1,1,Premium,Partial,Central,1,2,D,38,Summer,2022,1163.4
PROP_004335,Sunset District,3.2,148,65,1.0,17,84,4,2,1,0,1,1,1,Standard,Never,Gas,0,2,A,8,Fall,2022,554.4
PROP_004336,Coastal Heights,0.5,133,218,1.0,11,454,4,2,2,1,0,1,1,Premium,Full,Gas,0,2,B,61,Fall,2020,1200.0
PROP_004337,Elmwood,23.0,1798,213,1.0,14,246,3,2,1,1,0,1,0,Standard,Partial,Electric,0,2,G,9,Summer,2021,382.2
PROP_004338,Lakeside,7.7,663,82,1.0,9,226,4,1,1,1,0,0,1,Standard,Partial,Electric,0,2,B,30,Summer,2021,1177.8
PROP_004339,Coastal Heights,6.0,89,30,1.0,13,210,3,1,2,1,1,0,0,Basic,Partial,Central,0,1,A,33,Summer,2021,977.7
PROP_004340,Maple Heights,2.3,381,155,1.0,12,196,2,2,2,1,1,0,1,Standard,Never,Electric,1,2,C,3,Spring,2023,1200.0
PROP_004341,Elmwood,2.1,420,972,1.0,1,69,5,3,2,1,0,0,1,Standard,Full,Central,1,1,F,57,Summer,2023,483.2
PROP_004342,Maple Heights,0.9,676,361,1.0,8,79,3,3,1,1,0,0,1,Basic,Never,Central,0,3,D,26,Spring,2023,385.7
PROP_004343,Oakwood,0.5,1119,126,1.0,12,50,2,3,1,1,1,0,1,Standard,Never,Electric,0,0,A,12,Summer,2021,204.9
PROP_004344,Forest Glen,11.6,329,30,1.0,29,160,3,1,3,1,1,0,1,Basic,Partial,Electric,0,1,E,40,Fall,2021,370.1
PROP_004345,Oakwood,8.6,211,30,1.0,2,118,3,2,1,1,1,0,0,Standard,Full,Central,1,3,C,87,Summer,2023,1010.4
PROP_004346,Prairie Meadows,6.8,327,245,1.0,23,59,3,3,1,1,0,0,0,Basic,Partial,Central,0,2,D,14,Summer,2020,129.1
PROP_004347,Maple Heights,2.2,150,30,1.0,34,181,3,4,2,0,1,0,1,Standard,Partial,Central,0,2,A,109,Spring,2021,1054.2
PROP_004348,Hillcrest,0.6,50,63,1.0,12,133,3,2,1,1,0,1,0,Standard,Never,Gas,1,2,E,10,Spring,2022,802.7
PROP_004349,Lakeside,3.2,559,418,1.0,7,216,2,1,1,1,1,1,0,Standard,Partial,Central,1,2,D,17,Fall,2023,1149.8
PROP_004350,Garden City,4.4,86,76,1.0,13,215,2,4,3,1,0,0,1,Premium,Never,Central,0,1,F,95,Fall,2023,1200.0
PROP_004351,Garden City,2.7,705,38,1.0,10,78,2,3,2,1,0,0,1,Standard,Partial,Central,0,1,B,5,Spring,2022,475.0
PROP_004352,Hillcrest,2.4,702,160,1.0,25,83,1,4,2,1,0,1,1,Standard,Full,Central,0,0,E,42,Fall,2021,500.6
PROP_004353,Coastal Heights,0.5,73,49,1.0,5,112,5,2,2,1,0,0,0,Standard,Full,Central,0,2,D,1,Summer,2023,1200.0
PROP_004354,Lakeside,4.1,75,30,1.0,4,76,4,2,1,1,0,0,0,Standard,Full,Gas,1,2,D,10,Summer,2022,568.4
PROP_004355,Oakwood,1.9,263,214,1.0,46,97,3,2,2,1,0,0,1,Standard,Never,Central,0,0,C,157,Summer,2020,334.8
PROP_004356,Maple Heights,4.9,1158,91,1.0,14,74,1,1,1,0,0,0,1,Basic,Never,Gas,1,2,D,18,Fall,2020,126.5
PROP_004357,Coastal Heights,2.6,102,269,1.0,39,129,3,2,2,0,1,0,0,Standard,Partial,Central,1,1,C,14,Fall,2022,759.9
PROP_004358,Elmwood,3.3,393,229,1.0,51,103,3,2,2,0,1,1,0,Standard,Partial,Gas,1,1,C,1,Summer,2021,327.3
PROP_004359,Coastal Heights,0.6,415,30,1.0,0,59,3,3,2,0,0,0,1,Standard,Full,Gas,0,1,D,18,Spring,2023,404.9
PROP_004360,Riverside,13.0,50,30,1.0,18,54,2,2,2,1,0,0,0,Standard,Partial,Electric,1,2,A,38,Fall,2022,205.2
PROP_004361,Sunset District,2.4,50,311,1.0,11,160,3,2,2,1,1,0,0,Standard,Partial,Electric,0,1,C,83,Fall,2023,1077.9
PROP_004362,Maple Heights,2.8,82,30,1.0,4,75,2,3,2,1,1,1,0,Standard,Full,Central,0,1,D,40,Summer,2022,682.8
PROP_004363,Maple Heights,0.5,594,290,1.0,13,157,3,3,2,0,1,0,0,Basic,Never,Central,1,3,A,5,Spring,2023,605.0
PROP_004364,Coastal Heights,0.5,50,38,1.0,23,137,4,2,1,0,1,1,0,Basic,Never,Central,1,0,D,47,Summer,2021,596.1
PROP_004365,Prairie Meadows,0.5,682,43,1.0,7,108,3,1,1,1,1,0,0,Standard,Partial,Gas,1,2,D,42,Winter,2020,268.7
PROP_004366,Prairie Meadows,0.5,952,530,1.0,26,177,4,3,2,1,1,0,0,Standard,Partial,Gas,0,2,F,22,Summer,2023,581.1
PROP_004367,Coastal Heights,0.8,153,30,1.0,11,50,2,3,2,1,0,0,0,Premium,Partial,Gas,1,0,D,37,Summer,2021,437.7
PROP_004368,Forest Glen,1.5,81,63,1.0,24,150,3,3,1,0,1,0,1,Standard,Partial,Central,0,0,E,29,Summer,2023,608.6
PROP_004369,Riverside,12.8,147,89,1.0,15,50,3,3,2,0,0,1,0,Basic,Full,Electric,1,1,G,15,Summer,2023,239.9
PROP_004370,Cedar Park,0.5,558,30,1.0,9,133,3,3,2,1,0,0,1,Premium,Never,Central,0,0,C,1,Winter,2022,701.7
PROP_004371,Elmwood,8.4,50,129,1.0,6,95,3,3,2,1,0,1,0,Basic,Full,Gas,0,1,B,1,Spring,2020,378.3
PROP_004372,Forest Glen,3.3,354,75,1.0,16,317,2,2,2,1,1,1,1,Basic,Never,Central,0,2,C,1,Fall,2020,942.1
PROP_004373,Downtown,1.5,215,30,1.0,11,252,2,3,1,1,0,0,1,Basic,Never,Gas,1,1,G,80,Spring,2021,841.9
PROP_004374,Oakwood,3.7,123,535,1.0,12,124,3,3,2,1,1,0,0,Premium,Partial,Central,1,2,F,22,Spring,2021,997.4
PROP_004375,Lakeside,0.5,670,64,1.0,12,69,1,3,2,1,1,1,0,Basic,Never,Electric,1,1,D,17,Summer,2020,284.3
PROP_004376,Riverside,1.3,50,186,1.0,25,158,3,2,1,1,1,0,1,Standard,Never,Electric,0,1,D,22,Summer,2023,946.6
PROP_004377,Coastal Heights,1.7,50,32,1.0,8,208,3,3,2,0,1,0,1,Standard,Never,Central,0,0,D,15,Winter,2021,1092.6
PROP_004378,Coastal Heights,0.5,119,30,1.0,6,269,2,2,1,1,0,0,0,Premium,Never,Electric,0,0,C,2,Spring,2022,1200.0
PROP_004379,Elmwood,10.9,50,30,1.0,3,148,4,3,2,1,1,1,1,Basic,Full,Gas,1,3,C,12,Fall,2022,928.1
PROP_004380,Forest Glen,1.1,217,56,1.0,20,258,2,3,2,1,0,1,0,Standard,Partial,Central,0,0,F,22,Fall,2020,774.6
PROP_004381,Coastal Heights,0.5,910,35,1.0,2,117,2,1,2,1,0,0,0,Premium,Partial,Electric,1,0,C,12,Summer,2021,1040.5
PROP_004382,Hillcrest,2.7,227,123,1.0,4,201,5,3,1,0,1,0,1,Basic,Never,Central,1,1,D,30,Fall,2023,1042.5
PROP_004383,Riverside,5.8,345,124,1.0,1,161,2,3,2,0,1,1,0,Premium,Partial,Central,0,0,B,87,Summer,2020,1115.1
PROP_004384,Garden City,3.1,244,103,1.0,6,189,5,3,2,1,1,1,1,Basic,Never,Central,0,2,D,22,Spring,2023,964.5
PROP_004385,Pine Valley,5.2,108,481,1.0,6,95,5,3,2,1,0,1,0,Premium,Full,Central,0,0,C,27,Summer,2023,835.8
PROP_004386,Maple Heights,2.8,233,30,1.0,0,148,4,4,1,1,0,0,1,Standard,Partial,Central,1,2,D,5,Winter,2021,1045.3
PROP_004387,Coastal Heights,1.1,50,36,1.0,12,173,4,3,2,0,1,0,0,Standard,Never,Central,1,1,A,86,Fall,2022,1200.0
PROP_004388,Riverside,1.6,272,114,1.0,31,74,4,2,2,1,1,1,0,Premium,Partial,Gas,0,3,D,20,Spring,2023,754.4
PROP_004389,Pine Valley,24.2,506,30,1.0,0,143,6,1,1,1,1,1,1,Standard,Never,Gas,0,1,D,32,Fall,2021,377.6
PROP_004390,Oakwood,1.3,198,34,1.0,6,57,2,3,1,0,0,1,0,Standard,Partial,Gas,0,2,D,14,Fall,2020,189.9
PROP_004391,Pine Valley,0.9,61,34,1.0,24,189,4,1,1,1,1,1,0,Premium,Never,Electric,1,3,F,14,Spring,2023,980.2
PROP_004392,Elmwood,0.8,404,484,1.0,6,55,2,3,2,1,1,1,0,Standard,Partial,Gas,1,1,E,41,Fall,2022,185.6
PROP_004393,Lakeside,7.5,454,96,1.0,6,99,3,2,1,1,0,0,0,Standard,Never,Electric,0,2,F,44,Fall,2020,314.5
PROP_004394,Oakwood,8.1,150,30,1.0,14,114,3,3,2,1,0,0,1,Premium,Partial,Electric,1,1,E,66,Fall,2023,714.4
PROP_004395,Elmwood,3.9,73,280,1.0,1,172,3,3,1,1,1,0,0,Basic,Full,Central,0,3,D,54,Winter,2023,765.3
PROP_004396,Downtown,0.5,286,98,1.0,20,128,4,3,1,1,0,0,0,Standard,Partial,Central,0,2,D,7,Spring,2022,719.3
PROP_004397,Forest Glen,1.1,661,52,1.0,0,257,4,2,2,1,0,0,0,Premium,Partial,Central,0,2,F,3,Fall,2023,1200.0
PROP_004398,Downtown,3.4,186,30,1.0,23,66,4,2,2,1,0,0,1,Basic,Never,Central,1,2,D,39,Summer,2022,241.3
PROP_004399,Mountain View,1.9,70,30,1.0,0,118,3,2,1,1,1,0,0,Basic,Partial,Gas,1,1,B,29,Summer,2021,775.1
PROP_004400,Garden City,11.3,2111,58,1.0,22,162,4,3,2,1,0,0,0,Premium,Partial,Central,0,2,E,33,Spring,2020,605.6
PROP_004401,Pine Valley,9.3,50,120,1.0,70,115,3,2,1,1,0,0,0,Basic,Never,Central,0,1,C,6,Spring,2021,193.8
PROP_004402,Hillcrest,0.5,405,357,1.0,27,99,3,2,2,1,1,0,1,Standard,Partial,Central,0,2,D,26,Spring,2022,475.8
PROP_004403,Coastal Heights,0.9,200,30,1.0,10,50,2,3,2,0,1,0,1,Standard,Partial,Electric,1,0,F,61,Fall,2020,252.7
PROP_004404,Oakwood,0.5,400,135,1.0,5,139,3,2,2,0,0,0,1,Basic,Partial,Central,1,0,G,14,Spring,2022,460.4
PROP_004405,Garden City,0.5,352,231,1.0,16,127,3,2,2,1,0,0,0,Standard,Full,Central,1,2,D,3,Summer,2023,737.8
PROP_004406,Lakeside,1.2,257,184,1.0,1,210,3,2,3,0,0,0,1,Standard,Partial,Central,0,0,C,5,Summer,2021,1200.0
PROP_004407,Riverside,10.3,101,30,1.0,4,286,5,3,2,1,1,0,0,Standard,Partial,Central,0,2,B,57,Summer,2023,1200.0
PROP_004408,Prairie Meadows,7.7,338,179,1.0,36,73,2,4,3,1,1,0,1,Standard,Full,Electric,0,2,F,23,Fall,2020,222.7
PROP_004409,Prairie Meadows,4.6,373,498,1.0,6,99,1,2,2,1,1,1,1,Standard,Partial,Central,1,0,D,36,Fall,2023,358.0
PROP_004410,Riverside,0.7,50,96,1.0,16,228,3,2,1,1,1,1,0,Standard,Never,Gas,1,2,B,30,Winter,2023,1200.0
PROP_004411,Garden City,1.1,429,153,1.0,10,189,3,3,2,1,0,0,1,Standard,Never,Central,0,1,B,49,Winter,2020,810.5
PROP_004412,Pine Valley,4.7,87,30,1.0,10,219,5,3,2,1,0,1,1,Basic,Full,Central,1,2,B,41,Spring,2020,1200.0
PROP_004413,Hillcrest,2.8,874,30,1.0,0,468,4,4,2,0,0,0,0,Standard,Never,Central,0,2,D,23,Fall,2021,1200.0
PROP_004414,Sunset District,1.1,311,188,1.0,19,92,1,2,2,0,1,0,1,Standard,Partial,Central,0,2,A,24,Spring,2021,421.1
PROP_004415,Downtown,1.1,372,277,1.0,0,239,4,3,2,1,0,0,0,Standard,Partial,Central,0,2,D,10,Spring,2022,1200.0
PROP_004416,Oakwood,1.3,317,84,1.0,16,153,5,2,1,1,0,0,1,Premium,Partial,Central,0,2,F,9,Fall,2020,894.5
PROP_004417,Riverside,1.7,245,30,1.0,20,231,4,2,2,0,1,1,0,Standard,Never,Central,1,1,C,41,Spring,2023,1200.0
PROP_004418,Downtown,0.8,50,36,1.0,8,128,4,2,1,1,1,1,1,Basic,Never,Electric,0,0,D,58,Summer,2023,702.4
PROP_004419,Maple Heights,0.5,745,120,1.0,7,206,2,3,1,1,1,0,0,Standard,Partial,Central,0,3,C,51,Summer,2022,1060.7
PROP_004420,Downtown,2.5,631,35,1.0,3,113,5,2,2,1,0,1,0,Premium,Partial,Central,1,2,C,55,Spring,2021,1200.0
PROP_004421,Mountain View,0.5,272,55,1.0,24,83,3,2,3,1,1,0,1,Premium,Partial,Central,1,3,E,38,Summer,2023,966.4
PROP_004422,Forest Glen,0.5,1177,30,1.0,13,171,4,2,1,1,1,1,0,Standard,Never,Central,0,2,E,10,Summer,2020,463.8
PROP_004423,Riverside,2.8,133,39,1.0,31,63,4,2,2,0,1,0,0,Basic,Full,Central,0,2,C,15,Summer,2023,285.4
PROP_004424,Elmwood,1.9,251,105,1.0,9,395,5,3,2,1,0,1,1,Standard,Never,Central,0,2,D,4,Spring,2020,1200.0
PROP_004425,Downtown,4.3,472,48,1.0,32,98,3,4,2,1,1,0,1,Standard,Partial,Central,1,1,E,3,Fall,2021,536.8
PROP_004426,Mountain View,1.3,685,166,1.0,0,340,3,3,2,0,0,0,0,Standard,Never,Gas,1,1,A,44,Fall,2022,1200.0
PROP_004427,Mountain View,1.8,66,33,1.0,18,50,4,2,2,1,0,0,1,Standard,Never,Central,0,2,D,3,Summer,2020,326.0
PROP_004428,Coastal Heights,1.8,87,146,1.0,10,104,3,2,2,1,1,1,0,Premium,Full,Central,0,1,E,38,Spring,2022,1200.0
PROP_004429,Hillcrest,1.6,461,246,1.0,2,239,3,4,1,1,0,1,0,Basic,Full,Central,1,0,D,44,Winter,2021,1200.0
PROP_004430,Prairie Meadows,2.4,50,636,1.0,16,104,3,2,1,1,0,1,0,Basic,Never,Gas,0,3,C,56,Spring,2022,241.4
PROP_004431,Maple Heights,2.2,102,86,1.0,11,126,1,1,3,1,0,0,0,Basic,Never,Central,0,2,C,15,Summer,2023,360.9
PROP_004432,Elmwood,4.0,2146,558,1.0,7,224,3,2,2,1,1,0,1,Basic,Partial,Central,0,2,D,11,Fall,2023,681.2
PROP_004433,Downtown,2.0,214,422,1.0,20,93,3,2,2,1,1,0,1,Basic,Never,Gas,0,1,D,62,Fall,2021,363.6
PROP_004434,Pine Valley,4.8,459,56,1.0,7,93,5,3,3,1,1,0,0,Premium,Partial,Central,1,2,F,2,Summer,2022,764.3
PROP_004435,Forest Glen,4.2,1004,461,1.0,12,204,3,3,2,1,0,0,0,Standard,Never,Electric,1,1,E,10,Spring,2021,770.1
PROP_004436,Cedar Park,1.0,50,154,1.0,32,50,4,3,2,1,0,1,1,Standard,Full,Central,1,3,G,63,Summer,2022,368.9
PROP_004437,Downtown,0.5,105,118,1.0,3,198,5,2,2,1,0,1,1,Basic,Never,Electric,1,1,C,29,Spring,2022,1200.0
PROP_004438,Coastal Heights,1.6,81,81,1.0,3,242,5,3,1,1,1,0,1,Basic,Never,Central,1,0,D,31,Fall,2022,1200.0
PROP_004439,Mountain View,1.0,50,84,1.0,0,318,5,2,2,1,1,0,1,Standard,Partial,Central,1,0,C,29,Fall,2022,1200.0
PROP_004440,Elmwood,2.4,58,30,1.0,15,77,4,1,2,1,0,1,1,Premium,Full,Central,1,0,C,15,Winter,2021,440.0
PROP_004441,Prairie Meadows,13.5,781,87,1.0,37,175,3,2,1,0,1,0,0,Standard,Full,Electric,1,2,B,23,Spring,2022,555.1
PROP_004442,Cedar Park,16.8,166,617,1.0,16,103,3,3,1,1,1,0,0,Premium,Full,Central,1,2,E,36,Spring,2021,545.9
PROP_004443,Garden City,0.5,86,140,1.0,3,107,2,2,2,1,1,0,1,Standard,Partial,Electric,0,0,E,2,Winter,2020,447.4
PROP_004444,Maple Heights,4.6,101,335,1.0,0,339,4,2,2,1,1,1,0,Standard,Never,Electric,0,2,E,22,Fall,2021,1200.0
PROP_004445,Maple Heights,1.7,230,153,1.0,4,154,2,2,1,1,0,0,1,Basic,Never,Gas,1,2,A,9,Spring,2022,536.2
PROP_004446,Hillcrest,3.3,531,32,1.0,26,129,4,3,1,1,1,0,0,Basic,Partial,Electric,0,1,E,128,Spring,2020,535.4
PROP_004447,Downtown,2.0,50,30,1.0,4,139,5,3,2,0,1,0,0,Standard,Partial,Central,1,2,A,16,Fall,2023,1200.0
PROP_004448,Prairie Meadows,0.5,870,317,1.0,0,51,3,3,1,1,0,0,1,Standard,Full,Electric,0,0,C,61,Fall,2022,260.8
PROP_004449,Oakwood,14.7,120,127,1.0,8,313,3,2,2,1,0,1,1,Standard,Never,Gas,1,3,F,109,Summer,2020,1105.1
PROP_004450,Riverside,2.9,442,197,1.0,1,50,5,3,2,1,0,1,0,Standard,Never,Central,0,1,D,23,Spring,2022,340.4
PROP_004451,Coastal Heights,1.6,128,30,1.0,0,90,2,4,3,1,1,0,1,Basic,Partial,Central,0,1,D,38,Summer,2022,647.7
PROP_004452,Sunset District,0.5,309,163,1.0,4,50,3,3,2,0,1,1,0,Basic,Never,Electric,1,2,B,10,Summer,2022,372.7
PROP_004453,Cedar Park,2.0,125,144,1.0,4,95,3,2,1,0,0,0,0,Basic,Partial,Gas,0,0,A,4,Summer,2022,330.8
PROP_004454,Hillcrest,4.4,239,185,1.0,45,318,3,1,2,1,1,0,0,Standard,Never,Central,1,1,E,1,Fall,2021,1146.7
PROP_004455,Mountain View,1.7,603,266,1.0,41,157,3,1,2,0,1,0,0,Basic,Never,Central,0,2,D,47,Fall,2021,493.2
PROP_004456,Sunset District,6.6,173,45,1.0,39,50,3,3,3,1,1,0,1,Standard,Full,Electric,0,1,E,13,Spring,2021,269.5
PROP_004457,Maple Heights,1.5,72,133,1.0,22,191,2,3,1,0,1,1,1,Basic,Full,Central,1,1,D,4,Summer,2022,985.7
PROP_004458,Lakeside,2.3,57,51,1.0,2,63,3,2,2,1,0,1,1,Basic,Full,Electric,0,2,D,24,Fall,2022,474.1
PROP_004459,Lakeside,2.4,663,30,1.0,23,73,4,3,2,1,1,0,1,Standard,Never,Central,1,1,C,87,Fall,2022,541.0
PROP_004460,Prairie Meadows,0.5,564,467,1.0,8,50,3,4,3,1,0,1,1,Premium,Partial,Central,0,2,F,4,Winter,2022,289.0
PROP_004461,Pine Valley,3.0,73,38,1.0,19,202,3,3,3,1,1,0,1,Standard,Partial,Electric,1,2,B,64,Fall,2022,1131.8
PROP_004462,Lakeside,0.7,297,30,1.0,0,257,6,2,2,0,1,0,0,Standard,Never,Central,0,2,A,5,Summer,2021,1200.0
PROP_004463,Forest Glen,9.3,50,691,1.0,6,263,3,1,3,1,1,1,0,Standard,Never,Electric,1,2,A,6,Summer,2021,1159.5
PROP_004464,Hillcrest,5.9,68,127,1.0,8,95,3,2,3,0,1,0,0,Premium,Full,Electric,0,2,F,1,Summer,2020,732.7
PROP_004465,Sunset District,6.7,501,112,1.0,23,70,4,1,2,0,0,0,1,Basic,Partial,Gas,1,2,D,24,Summer,2021,254.1
PROP_004466,Prairie Meadows,3.9,288,630,1.0,12,195,3,1,2,0,1,0,1,Standard,Never,Gas,1,3,E,139,Summer,2022,583.0
PROP_004467,Pine Valley,2.0,50,93,1.0,89,81,6,2,1,1,1,1,1,Standard,Full,Central,0,1,E,4,Fall,2021,341.1
PROP_004468,Cedar Park,0.5,50,90,1.0,46,79,4,3,2,1,1,0,0,Basic,Partial,Central,1,2,E,44,Spring,2020,361.6
PROP_004469,Forest Glen,14.7,182,69,1.0,2,54,5,1,2,1,1,1,1,Basic,Never,Central,0,2,G,33,Summer,2022,139.6
PROP_004470,Riverside,0.5,56,203,1.0,6,130,3,2,2,1,0,1,0,Premium,Never,Electric,1,2,F,2,Winter,2020,804.6
PROP_004471,Elmwood,1.8,917,34,1.0,19,211,3,3,1,0,0,1,0,Standard,Full,Electric,0,1,D,31,Summer,2020,708.1
PROP_004472,Lakeside,0.5,114,82,1.0,11,279,4,2,1,0,0,1,1,Standard,Full,Electric,1,1,C,7,Spring,2021,1200.0
PROP_004473,Riverside,2.5,88,313,1.0,4,82,2,3,2,0,0,0,0,Premium,Never,Central,0,3,G,68,Summer,2023,580.8
PROP_004474,Elmwood,13.0,1707,511,1.0,3,197,2,3,1,0,0,1,0,Basic,Full,Gas,1,1,E,2,Fall,2021,443.0
PROP_004475,Riverside,2.6,237,43,1.0,68,249,2,4,2,1,0,0,0,Premium,Partial,Central,1,2,E,1,Spring,2020,1200.0
